,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_mexican_restaurant,full_address,geocoded
16932,gofm05Jo-OYqjlxuD5BBDw,"""Chuy's Tacos""","""1510 E Sahara Ave""",Las Vegas,NV,89104,36.144635,-115.1322423,4.0,16,1,"1510 E Sahara Ave, Las Vegas, NV, 89104","(36.144635, -115.1322423)"
17300,Anv4b83inZ-Sp7xdRAF1dw,"""La Frontera""","""1361 Chestnut Ln""",Matthews,NC,28104,35.0686011,-80.7010178,3.5,19,1,"1361 Chestnut Ln, Matthews, NC, 28104","(35.0686011, -80.7010178)"
17431,TLr_AFOnq4TK_qNGRQzloQ,"""Qdoba Mexican Grill""","""2425 Sidney St""",Pittsburgh,PA,15203,40.4291304,-79.96954029999999,2.0,4,1,"2425 Sidney St, Pittsburgh, PA, 15203","(40.4291304, -79.96954029999999)"
17459,hisaMvsxMzo08xigPIwXiA,"""Las Islas Del Mar""","""5696 Monona Dr""",Madison,WI,53716,43.0585887,-89.32526639999999,4.0,50,1,"5696 Monona Dr, Madison, WI, 53716","(43.0585887, -89.32526639999999)"
17565,KYo0OqRr-q-TM2o66MBJYg,"""Verde""","""825 N 1st St""",Phoenix,AZ,85004,33.4574964,-112.0722753,4.0,54,1,"825 N 1st St, Phoenix, AZ, 85004","(33.4574964, -112.0722753)"
17879,Mc9sMBVNi53lqxHLCiLWiA,"""Taco Bell""","""2000 N. Neil Street, Space 706""",Champaign,IL,61820,40.1425481,-88.24277169999999,2.5,6,1,"2000 N. Neil Street, Space 706, Champaign, IL, 61820","(40.1425481, -88.24277169999999)"
17991,rqS1ywhjBrxJrVNri7pfXA,"""Two Hippies Beach House - Bell Road""","""4001 E Bell Rd, Ste 102""",Phoenix,AZ,85032,33.6397369,-111.9956817,3.5,11,1,"4001 E Bell Rd, Ste 102, Phoenix, AZ, 85032","(33.6397369, -111.9956817)"
18047,46F4FywjDlqMiHG57NF7eg,"""Secreto""","""4232 E Chandler Blvd, Ste 24""",Phoenix,AZ,85048,33.3055922,-111.9910995,3.0,110,1,"4232 E Chandler Blvd, Ste 24, Phoenix, AZ, 85048","(33.3055922, -111.9910995)"
18433,lm3DeasThkVSve9HAEBkpg,"""Rocky Point Cantina""","""1001 E 8th St""",Tempe,AZ,85281,33.4201849,-111.9233734,2.5,6,1,"1001 E 8th St, Tempe, AZ, 85281","(33.4201849, -111.9233734)"
18687,HWjqW5ZFJ8eZRQuHcpySQA,"""Caldero""","""7111 E Thomas Rd""",Scottsdale,AZ,85257,33.4801031,-111.9277962,4.0,36,1,"7111 E Thomas Rd, Scottsdale, AZ, 85257","(33.4801031, -111.9277962)"
18818,h84tU6REsM1VzyUCP0Ss7Q,"""Baja Fresh""","""9310 S Eastern Ave, Ste 101""",Las Vegas,NV,89123,36.01956759999999,-115.1170072,3.0,44,1,"9310 S Eastern Ave, Ste 101, Las Vegas, NV, 89123","(36.01956759999999, -115.1170072)"
18976,WqL96qA0l3ewibg8j1U-0A,"""Hometown Dogs""","""16820 E Ave Of The Fountains""",Fountain Hills,AZ,85268,33.6044277,-111.7175466,5.0,30,1,"16820 E Ave Of The Fountains, Fountain Hills, AZ, 85268","(33.6044277, -111.7175466)"
19004,-cxD1NimFldATDUsN-oa3A,"""Coasta Cantina""","""4500 W Tropicana Ave""",Las Vegas,NV,89103,36.1025498,-115.2016926,2.0,23,1,"4500 W Tropicana Ave, Las Vegas, NV, 89103","(36.1025498, -115.2016926)"
19081,gWlasTc2Af0VV24mCR1tWg,"""Chipotle Mexican Grill""","""6340 W Charleston Blvd, Ste 110""",Las Vegas,NV,89146,36.1597106,-115.2327749,2.5,51,1,"6340 W Charleston Blvd, Ste 110, Las Vegas, NV, 89146","(36.1597106, -115.2327749)"
19170,flJBj0OtRrCXo5JbLkDtHg,"""Los Favoritos Taco Shop""","""4902 S Val Vista Dr, Ste 105""",Gilbert,AZ,85298,33.261218,-111.7571139,4.0,21,1,"4902 S Val Vista Dr, Ste 105, Gilbert, AZ, 85298","(33.261218, -111.7571139)"
19258,oZUwUMRnz0hUpzmg0G7kLA,"""Cantina Mexicana""","""277 Queen Street S""",Mississauga,ON,L5M 1L9,43.579553,-79.71059710000002,2.5,33,1,"277 Queen Street S, Mississauga, ON, L5M 1L9","(43.579553, -79.71059710000002)"
19382,cM4R0NNWdS2NSZga7bxCRQ,"""Lasalsa Fresh Mexican Grill""","""2901 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1355771,-115.1613971,3.5,8,1,"2901 Las Vegas Blvd S, Las Vegas, NV, 89109","(36.1355771, -115.1613971)"
19439,HvOeGCMOqPLYjbjrJ98qWA,"""Alfredo's Mexican Food""","""12555 NW Grand Ave""",El Mirage,AZ,85335,33.623106,-112.3325429,4.5,3,1,"12555 NW Grand Ave, El Mirage, AZ, 85335","(33.623106, -112.3325429)"
19512,CIU0NCEOof6qF6AasxUvTA,"""Vaquero's""","""Apache  Terrace Rd""",Tempe,AZ,85281,33.4148644,-111.9121237,5.0,3,1,"Apache  Terrace Rd, Tempe, AZ, 85281","(33.4148644, -111.9121237)"
19518,aHuGV6FS0j8_1_p9vFeNuA,"""Cinco""","""1600 Painters Run Rd""",Pittsburgh,PA,15243,40.3617359,-80.07019,3.0,39,1,"1600 Painters Run Rd, Pittsburgh, PA, 15243","(40.3617359, -80.07019)"
19576,DO5mQxiBOgHEznosjxvJXw,"""Olivia's Mexican Restaurant & Bar""","""3554 S Maryland Pkwy""",Las Vegas,NV,89169,36.1247901,-115.1351151,4.0,149,1,"3554 S Maryland Pkwy, Las Vegas, NV, 89169","(36.1247901, -115.1351151)"
19730,VF4ehFuQor2T801EdmKweQ,"""Antojos Df""","""3430 E Tropicana Ave""",Las Vegas,NV,89121,36.1003253,-115.0997299,4.5,3,1,"3430 E Tropicana Ave, Las Vegas, NV, 89121","(36.1003253, -115.0997299)"
20252,t-rivl_ISXvrh829BkRFKg,"""Qdoba Mexican Grill""","""7800 Rea Rd, Unit F6""",Charlotte,NC,28277,35.0612666,-80.8144415,3.0,17,1,"7800 Rea Rd, Unit F6, Charlotte, NC, 28277","(35.0612666, -80.8144415)"
20330,20mdLT6sAriyKs9oNouDDA,"""The Taco Bros""","""604 E University Ave""",Madison,WI,53715,43.0733806,-89.39599419999999,4.5,21,1,"604 E University Ave, Madison, WI, 53715","(43.0733806, -89.39599419999999)"
20385,ZeMckilUP-UX9jPodukQmQ,"""El Gran Taquito Mexican Grill""","""5130 W Baseline Rd, Ste 109""",Laveen,AZ,85339,33.3792678,-112.1692544,3.0,24,1,"5130 W Baseline Rd, Ste 109, Laveen, AZ, 85339","(33.3792678, -112.1692544)"
20433,rGwnzfCUp23Q5lTkxqZqTg,"""Dos Amigos Fresh Mex-Grill""","""20020 N 59th Ave, Ste 103""",Glendale,AZ,85308,33.6670967,-112.1872095,3.0,13,1,"20020 N 59th Ave, Ste 103, Glendale, AZ, 85308","(33.6670967, -112.1872095)"
20688,voZnDQs6Hs3YpNcS-9TALg,"""New Mexican Grill""","""3140 S Gilbert Rd, Ste 3""",Chandler,AZ,85286,33.2607594,-111.7903971,4.0,83,1,"3140 S Gilbert Rd, Ste 3, Chandler, AZ, 85286","(33.2607594, -111.7903971)"
20699,U7qvifH4kTy_Ct2dqb3KSg,"""Taco Bell""","""419 West Bell Rd""",Phoenix,AZ,85023,33.6396476,-112.0803094,2.5,22,1,"419 West Bell Rd, Phoenix, AZ, 85023","(33.6396476, -112.0803094)"
20885,5rZxENz57t-SDv1tIS8lOg,"""Baja Fresh Mexican Grill Mexican Grill""","""4302 E Ray Rd""",Phoenix,AZ,85044,33.3203374,-111.9918625,1.5,7,1,"4302 E Ray Rd, Phoenix, AZ, 85044","(33.3203374, -111.9918625)"
20911,eiRH93Z6CbVekyyiE0BZFw,"""Street Foods - Food Trucks""","""2955 S Las Vegas Blvd, Ste 1""",Las Vegas,NV,89109,36.134166,-115.16202,4.5,15,1,"2955 S Las Vegas Blvd, Ste 1, Las Vegas, NV, 89109","(36.134166, -115.16202)"
21534,FLHTWU3KVMz7qSH4yYsKPA,"""Patii's Kitchen""","""5333 Arville St, Ste 102""",Las Vegas,NV,89118,36.0930088,-115.1995127,4.5,9,1,"5333 Arville St, Ste 102, Las Vegas, NV, 89118","(36.0930088, -115.1995127)"
22034,3te8dGIvzz5V5_kMIr6-Dg,"""Hot Beans""","""160 Baldwin Street""",Toronto,ON,M5T 3K7,43.6550705,-79.3999101,4.0,74,1,"160 Baldwin Street, Toronto, ON, M5T 3K7","(43.6550705, -79.3999101)"
22068,Euu79b2o5k5RZReIuThBWg,"""Fogon - A Mexican Eatery""","""7001 N Scottsdale Rd""",Scottsdale,AZ,85253,33.5394154,-111.9247687,3.0,65,1,"7001 N Scottsdale Rd, Scottsdale, AZ, 85253","(33.5394154, -111.9247687)"
22348,7qG2Yt4WOr9rI1v1LyFY-Q,"""Z-LANTRO Fresh Mexican Grill""","""1423 S Country Club Dr""",Mesa,AZ,85210,33.3883639,-111.8393694,4.5,19,1,"1423 S Country Club Dr, Mesa, AZ, 85210","(33.3883639, -111.8393694)"
22700,Co3AtKUoAv_BxDQqRnZwhQ,"""San Felipe's Cantina""","""20825 N Pima Rd""",Scottsdale,AZ,85255,33.6748775,-111.888578,3.0,10,1,"20825 N Pima Rd, Scottsdale, AZ, 85255","(33.6748775, -111.888578)"
22916,onynOCEV-xWxtWxrmvpWmg,"""Alfonso's Mexican Food""","""5585 Simmons St""",N Las Vegas,NV,89031,36.2611589,-115.1803484,2.5,3,1,"5585 Simmons St, N Las Vegas, NV, 89031","(36.2611589, -115.1803484)"
22985,Il6PvYFjolMt-6wahwarkA,"""Mexquite Mexican Eatery""","""16646 Hawfield Way Dr""",Charlotte,NC,28277,35.0226843,-80.8467309,4.0,22,1,"16646 Hawfield Way Dr, Charlotte, NC, 28277","(35.0226843, -80.8467309)"
23148,2QbWs3zL31_pRN2xo3obwA,"""La Sirena""","""2327 S Eastern Ave""",Las Vegas,NV,89104,36.1454181,-115.1181858,3.0,3,1,"2327 S Eastern Ave, Las Vegas, NV, 89104","(36.1454181, -115.1181858)"
23170,GwNHbifUGWXRT6vYvfkKew,"""Roberto's Taco Shop #22""","""4886 W Lone Mountain Rd""",Las Vegas,NV,89130,36.2476634,-115.2095513,2.5,12,1,"4886 W Lone Mountain Rd, Las Vegas, NV, 89130","(36.2476634, -115.2095513)"
23254,NgYQvMLzs2lbvQGX4cMWIg,"""Yo Rita""","""1120 E Carson St""",Pittsburgh,PA,15203,40.4286198,-79.98661469999999,3.5,126,1,"1120 E Carson St, Pittsburgh, PA, 15203","(40.4286198, -79.98661469999999)"
23336,-TWZ4-AM76pUxPIt47mInw,"""Ketzal Mexican Grill""","""20910 N Tatum Blvd""",Phoenix,AZ,85050,33.6751247,-111.9799477,3.0,14,1,"20910 N Tatum Blvd, Phoenix, AZ, 85050","(33.6751247, -111.9799477)"
23554,Chv2JIBZ4nxz19u9A5BZ8w,"""Nacho Mamas""","""5235 S Kyrene Rd, Ste 104""",Tempe,AZ,85283,33.3769918,-111.9453782,3.5,29,1,"5235 S Kyrene Rd, Ste 104, Tempe, AZ, 85283","(33.3769918, -111.9453782)"
23600,4CE_jyoNwSYkorer13G5OQ,"""El Toro Loco""","""2512 E Carson St""",Pittsburgh,PA,15203,40.4274962,-79.9693087,3.5,55,1,"2512 E Carson St, Pittsburgh, PA, 15203","(40.4274962, -79.9693087)"
23766,JNG9jHOlE4Ilv02Tnlh7YA,"""Cafe Rio""","""4902 E Ray""",Phoenix,AZ,85044,33.3203496,-111.977843,4.0,3,1,"4902 E Ray, Phoenix, AZ, 85044","(33.3203496, -111.977843)"
24160,44IAhkyHsBGMrggWm1HICw,"""La Mestiza""","""121 E Main St""",Madison,WI,53703,43.0750678,-89.3810872,4.0,7,1,"121 E Main St, Madison, WI, 53703","(43.0750678, -89.3810872)"
24335,ZgglKZaiIPcSUmtGaJoRag,"""Julio G's""","""7633 E Indian School Rd""",Scottsdale,AZ,85251,33.4944583,-111.9154998,2.5,36,1,"7633 E Indian School Rd, Scottsdale, AZ, 85251","(33.4944583, -111.9154998)"
24767,pCFazBS7GS62fOf08NaUUw,"""Blue Agave""","""4280 N Drinkwater Blvd, Ste 100""",Scottsdale,AZ,85251,33.4978881,-111.923117,3.0,4,1,"4280 N Drinkwater Blvd, Ste 100, Scottsdale, AZ, 85251","(33.4978881, -111.923117)"
24966,iWzGOHoi83SXM43LcRS18w,"""Baja Fresh""","""4302 E Ray Rd, Ste 114""",Phoenix,AZ,85044,33.3203756,-111.9914978,3.5,3,1,"4302 E Ray Rd, Ste 114, Phoenix, AZ, 85044","(33.3203756, -111.9914978)"
25123,zxVw9U56heInhfyprhkxIg,"""La Paloma Mexican Food""","""519 W Thomas Rd""",Phoenix,AZ,85013,33.4799789,-112.0812875,3.0,17,1,"519 W Thomas Rd, Phoenix, AZ, 85013","(33.4799789, -112.0812875)"
25221,YYE0C8FeDpB6zqB0kSEh7w,"""Chile Addiction""","""4235 S Fort Apache Rd, Ste 260""",Las Vegas,NV,89147,36.1122018,-115.2980657,3.5,237,1,"4235 S Fort Apache Rd, Ste 260, Las Vegas, NV, 89147","(36.1122018, -115.2980657)"
25250,7tztNiPDsiJBWDd1CtY1SQ,"""Matta's Restaurant""","""932 E Main Street""",Mesa,AZ,85203,33.41545,-111.8106996,4.0,8,1,"932 E Main Street, Mesa, AZ, 85203","(33.41545, -111.8106996)"
25257,eaKTE4Yo1dCxI9VLIY6HFg,"""Hal O. Peno's Mexican Cafe""","""4532 E. Thomas Rd""",Phoenix,AZ,85018,33.4804316,-111.983502,2.0,3,1,"4532 E. Thomas Rd, Phoenix, AZ, 85018","(33.4804316, -111.983502)"
25318,oC_DakWWVF2rgjA4dl1hTQ,"""Chicken and Grill""","""4016 N Tenaya Ave""",Las Vegas,NV,89129,36.2336495,-115.2508833,3.5,6,1,"4016 N Tenaya Ave, Las Vegas, NV, 89129","(36.2336495, -115.2508833)"
25353,OqWYJ_GYHnJFpple7dUBrQ,"""Rosas Taco Shop""","""9400 S Eastern Ave, Ste 106A""",Las Vegas,NV,89123,36.018286,-115.1179043,4.0,4,1,"9400 S Eastern Ave, Ste 106A, Las Vegas, NV, 89123","(36.018286, -115.1179043)"
25793,pIBuAyEGx8yMtJf6k1j3yA,"""Martinez Taco Bar""","""6885 Aliante Pkwy, Ste 106""",North Las Vegas,NV,89084,36.285806,-115.1792906,3.5,36,1,"6885 Aliante Pkwy, Ste 106, North Las Vegas, NV, 89084","(36.285806, -115.1792906)"
25855,QI7XeQ11U4D-A5uRcah5Iw,"""Bea's Taqueria""","""2212 E Carson St""",Pittsburgh,PA,15203,40.4281673,-79.9739987,4.0,10,1,"2212 E Carson St, Pittsburgh, PA, 15203","(40.4281673, -79.9739987)"
25961,rMVi-Vn_mN_X9J1ZSl1lWA,"""Baja Fresh""","""7501 W Lake Mead Blvd, Ste 100""",Las Vegas,NV,89128,36.195331,-115.257343,3.0,34,1,"7501 W Lake Mead Blvd, Ste 100, Las Vegas, NV, 89128","(36.195331, -115.257343)"
26033,9wS_BQBh9VGEb0645XBrhA,"""Casa Ramos""","""1526 E Main St""",Mesa,AZ,85203,33.4155257,-111.7984961,4.0,196,1,"1526 E Main St, Mesa, AZ, 85203","(33.4155257, -111.7984961)"
26241,SXWLhxdcFCLPnF7AlFbg4g,"""Planeta Mexico""","""187 Main Street Unionville""",Unionville,ON,L3R 2G8,43.8676456,-79.3118964,3.0,104,1,"187 Main Street Unionville, Unionville, ON, L3R 2G8","(43.8676456, -79.3118964)"
26375,NpjFkuhBX-LU-hf_FnJzKg,"""Laredo's""","""4000 University Ave""",Madison,WI,53705,43.0757807,-89.4537655,3.5,11,1,"4000 University Ave, Madison, WI, 53705","(43.0757807, -89.4537655)"
26453,n-n2l3VyENfM6nr8IXAObw,"""Taqueria""","""8652 Pineville Matthews Rd, Ste 1000""",Charlotte,NC,28226,35.0886799,-80.86560999999999,4.0,89,1,"8652 Pineville Matthews Rd, Ste 1000, Charlotte, NC, 28226","(35.0886799, -80.86560999999999)"
26562,xF7jYxQouhX3OWNR8QRDkw,"""Poblano""","""3317 N 19th Ave""",Phoenix,AZ,85015,33.4861656,-112.0996379,4.0,27,1,"3317 N 19th Ave, Phoenix, AZ, 85015","(33.4861656, -112.0996379)"
26616,yGoA3jHUWfRzx8c6BiF5Ng,"""La Boca Barrio""","""5800 Detroit Ave""",Cleveland,OH,44102,41.4852089,-81.72649040000002,4.0,4,1,"5800 Detroit Ave, Cleveland, OH, 44102","(41.4852089, -81.72649040000002)"
26960,kOt9Ci_i8O6m_aPXN8HXLQ,"""The Famous Burritos""","""3655 S Rainbow Blvd""",Las Vegas,NV,89103,36.1225448,-115.2448069,3.0,8,1,"3655 S Rainbow Blvd, Las Vegas, NV, 89103","(36.1225448, -115.2448069)"
26997,cny7n93eJH7MskcnT8nabw,"""Salsa's""","""1640 Sardis Rd N""",Charlotte,NC,28270,35.1389832,-80.7370756,3.5,11,1,"1640 Sardis Rd N, Charlotte, NC, 28270","(35.1389832, -80.7370756)"
27088,09Hl38pDGEe1uSBNiqLKzg,"""Casa de Mateo""","""6000 Avenue de Monkland""",Montréal,QC,H4A 1G8,45.4711745,-73.62667789999999,3.0,5,1,"6000 Avenue de Monkland, Montréal, QC, H4A 1G8","(45.4711745, -73.62667789999999)"
27129,rCJ6qFo_liwGPzbupkLhhQ,"""La Piñata""","""3330 N 19th Ave""",Phoenix,AZ,85015,33.4870319,-112.1005693,4.0,134,1,"3330 N 19th Ave, Phoenix, AZ, 85015","(33.4870319, -112.1005693)"
27177,2ERnU_ihjdwusbdlXSf3gg,"""Chica Loca Taco""","""733 Copeland St""",Pittsburgh,PA,15232,40.4512091,-79.9345684,3.5,19,1,"733 Copeland St, Pittsburgh, PA, 15232","(40.4512091, -79.9345684)"
27179,cwCLcQns_SSExsBCzWNQDA,"""Phat Burrito""","""1537 Camden Rd""",Charlotte,NC,28203,35.2150578,-80.85648189999999,3.5,266,1,"1537 Camden Rd, Charlotte, NC, 28203","(35.2150578, -80.85648189999999)"
27349,8DAPLb2_IIFGfD8ltw0NBQ,"""Taco Migo""","""1821 W Baseline Rd""",Tempe,AZ,85283,33.3776434,-111.9668044,3.0,15,1,"1821 W Baseline Rd, Tempe, AZ, 85283","(33.3776434, -111.9668044)"
27880,o3Re9LeqDZvVURFUGndwEg,"""Pueblo Nuevo""","""1000 N Rancho Dr""",Las Vegas,NV,89106,36.18232520000001,-115.1794153,3.0,3,1,"1000 N Rancho Dr, Las Vegas, NV, 89106","(36.18232520000001, -115.1794153)"
28104,LCFoGLjyM3oZFLy4h9h12A,"""Velo Burrito""","""32 Rue Beaubien E""",Montréal,QC,H2S 1P8,45.530603,-73.6079761,4.0,5,1,"32 Rue Beaubien E, Montréal, QC, H2S 1P8","(45.530603, -73.6079761)"
28120,r8WvwxtzK2QAMAciMANz6w,"""Roberto's Taco Shop""","""545 E Twain Ave""",Las Vegas,NV,89169,36.120505,-115.1514028,3.5,4,1,"545 E Twain Ave, Las Vegas, NV, 89169","(36.120505, -115.1514028)"
28247,MZwBo-3MTbxTln2YmyqOHQ,"""Crab Zone""","""3415 W Glendale Ave, Ste 25/A""",Phoenix,AZ,85051,33.5371384,-112.1328541,2.5,26,1,"3415 W Glendale Ave, Ste 25/A, Phoenix, AZ, 85051","(33.5371384, -112.1328541)"
28333,5KdyfLCaKi99zLIr3BdIZw,"""El Meson De Fuentes""","""9047 Mentor Ave""",Mentor,OH,44060,41.6757964,-81.3159001,2.0,8,1,"9047 Mentor Ave, Mentor, OH, 44060","(41.6757964, -81.3159001)"
28568,jjzOApz6znfsBnmlzPh_tw,"""Tortas El Güero""","""4121 E Thomas Rd""",Phoenix,AZ,85018,33.480112,-111.9922817,4.5,7,1,"4121 E Thomas Rd, Phoenix, AZ, 85018","(33.480112, -111.9922817)"
28718,QmP8zqPMSHR_3nyvVM4fjQ,"""El Vallarta""","""123 Main St""",Pineville,NC,28134,35.0849154,-80.88765099999999,4.0,3,1,"123 Main St, Pineville, NC, 28134","(35.0849154, -80.88765099999999)"
29101,i8hkzA5eiUXgbPjN8vK3rQ,"""Cabo Mexican Restaurant""","""1306 W Sunset Rd""",Henderson,NV,89014,36.0638863,-115.0413208,3.0,101,1,"1306 W Sunset Rd, Henderson, NV, 89014","(36.0638863, -115.0413208)"
29144,-DcE_4T0_iRKGLARmjsjUw,"""El Ranchero Of Traditional Mexican Food""","""3030 N 68th St""",Scottsdale,AZ,85251,33.482672,-111.9350622,4.0,26,1,"3030 N 68th St, Scottsdale, AZ, 85251","(33.482672, -111.9350622)"
29516,iZyfmGeCF0KRdwq4YH5KrA,"""La Cabana Mexican Grill & Bar""","""2501 Crownpoint Executive Dr""",Charlotte,NC,28227,35.1434682,-80.7222646,3.0,12,1,"2501 Crownpoint Executive Dr, Charlotte, NC, 28227","(35.1434682, -80.7222646)"
29540,u8xCk_KNQJ-mVzi0PTWMGA,"""El Ranchero Mexican Grill""","""9010 W Flamingo Rd""",Las Vegas,NV,89147,36.115461,-115.2885276,4.5,6,1,"9010 W Flamingo Rd, Las Vegas, NV, 89147","(36.115461, -115.2885276)"
29649,VPRaxKn3WHNUszUQErwBXQ,"""Lime Taco""","""411 Clark Avenue W""",Vaughan,ON,L4J 4E5,43.805699,-79.436786,3.5,10,1,"411 Clark Avenue W, Vaughan, ON, L4J 4E5","(43.805699, -79.436786)"
29726,gIno_cXhvn6Om14D0I2vHg,"""Carlos O'Briens""","""7111 E Bell Rd""",Scottsdale,AZ,85254,33.6381168,-111.927377,3.5,96,1,"7111 E Bell Rd, Scottsdale, AZ, 85254","(33.6381168, -111.927377)"
29769,34PMhyoSQHVd4Lr7slzUcA,"""Ori'Zaba's Scratch Mexican Grill""","""7210 S Durango Dr""",Las Vegas,NV,89113,36.0570262,-115.2784105,3.0,76,1,"7210 S Durango Dr, Las Vegas, NV, 89113","(36.0570262, -115.2784105)"
29826,hAioxEk3WU-SzlqIM4TI7w,"""Maria Maria""","""2000 E Rio Salado Pkwy""",Tempe,AZ,85281,33.4329995,-111.9055278,3.0,90,1,"2000 E Rio Salado Pkwy, Tempe, AZ, 85281","(33.4329995, -111.9055278)"
29902,D1J0-sFI1ul-9l3CwjvvwA,"""Tortas El Rey""","""1900 E Charleston Blvd""",Las Vegas,NV,89104,36.1585493,-115.1229655,3.5,5,1,"1900 E Charleston Blvd, Las Vegas, NV, 89104","(36.1585493, -115.1229655)"
30025,1SlvPOQ39vZa9vyeOTiAUA,"""Aya & Peilas""","""1750 W Van Buren St""",Phoenix,AZ,85007,33.451477,-112.0976701,3.0,4,1,"1750 W Van Buren St, Phoenix, AZ, 85007","(33.451477, -112.0976701)"
30070,X2WqtVnDBmAHfvCSB2e_6A,"""El Castillo Grande""","""2532 W Erie Ave""",Lorain,OH,44053,41.4583962,-82.2044554,3.5,3,1,"2532 W Erie Ave, Lorain, OH, 44053","(41.4583962, -82.2044554)"
30110,PytxYN64H5Mn-PRSEymb4A,"""Gordas Baja Taco""","""3424 W Southern Ave, Ste 180""",Phoenix,AZ,85041,33.392599,-112.1323208,4.0,109,1,"3424 W Southern Ave, Ste 180, Phoenix, AZ, 85041","(33.392599, -112.1323208)"
30335,mS_dBSMFiDJn4UVc0iv6Hg,"""Mexipanese""","""365 Lewis Ave""",Las Vegas,NV,89101,36.1662907,-115.144508,3.5,21,1,"365 Lewis Ave, Las Vegas, NV, 89101","(36.1662907, -115.144508)"
30559,MpAhuv_BBhYHDElgx1pD4g,"""Qdoba Mexican Grill""","""617 E Green St""",Champaign,IL,61820,40.1101907,-88.22970099999999,2.0,15,1,"617 E Green St, Champaign, IL, 61820","(40.1101907, -88.22970099999999)"
30573,Auky7_gMsUdB91V0EAgbhA,"""Mejico Cocina Mejicana""","""2333 E Osborn Rd""",Phoenix,AZ,85016,33.4873016,-112.0308466,4.5,122,1,"2333 E Osborn Rd, Phoenix, AZ, 85016","(33.4873016, -112.0308466)"
30691,sHsjBV5_kuuC2aU2PuSlUg,"""Jaburritos""","""2600 W Sahara Ave, Ste 115""",Las Vegas,NV,89102,36.1452413,-115.1766465,4.5,188,1,"2600 W Sahara Ave, Ste 115, Las Vegas, NV, 89102","(36.1452413, -115.1766465)"
31005,-DrDzpZaMrNnH55ZVyTXRQ,"""Black Chile Mexican Grill""","""2502 E Camelback Rd""",Phoenix,AZ,85016,33.5114209,-112.0285287,3.5,95,1,"2502 E Camelback Rd, Phoenix, AZ, 85016","(33.5114209, -112.0285287)"
31669,jszf_0R2evLHLxI-xiobuw,"""Cancún""","""Mercedesstr. 73d, Im Carl-Benz-Center, Neckarpark""",Stuttgart,BW,70372,48.7923268,9.2291771,2.5,3,1,"Mercedesstr. 73d, Im Carl-Benz-Center, Neckarpark, Stuttgart, BW, 70372","(48.7923268, 9.2291771)"
31789,ttH3ZbUcncBRIXqT-YVPCg,"""Sabor""","""594 N Stephanie St""",Henderson,NV,89014,36.0617578,-115.0455797,4.5,43,1,"594 N Stephanie St, Henderson, NV, 89014","(36.0617578, -115.0455797)"
31923,rEvnqL_h1W1DXdKoujmrgQ,"""Camarones""","""6970 N 95th Ave""",Glendale,AZ,85305,33.5367983,-112.2647142,3.0,27,1,"6970 N 95th Ave, Glendale, AZ, 85305","(33.5367983, -112.2647142)"
31948,OFacUbdk0t-GJ83GQ83LOw,"""Qdoba Mexican Grill""","""3110 N Central Ave, Ste 183""",Phoenix,AZ,85012,33.483479,-112.0757739,3.5,31,1,"3110 N Central Ave, Ste 183, Phoenix, AZ, 85012","(33.483479, -112.0757739)"
31976,tgFQN5Jo4T_70m6mS8i_Ag,"""Las Tapatias""","""2201 Maryland Pkwy""",Las Vegas,NV,89104,36.1460922,-115.1369304,3.5,7,1,"2201 Maryland Pkwy, Las Vegas, NV, 89104","(36.1460922, -115.1369304)"
32077,gb41qjfdymOAYV2HT1OTeA,"""Chili's Too!""","""Charlotte / Douglas International Airport, 5501 Josh Birmingham Pkwy""",Charlotte,NC,28208,35.2144026,-80.9473146,2.5,24,1,"Charlotte / Douglas International Airport, 5501 Josh Birmingham Pkwy, Charlotte, NC, 28208","(35.2144026, -80.9473146)"
32209,U-gBybV1KIqfRIzkWXzK-w,"""The Mad Cactus""","""9175 Pearl Rd""",Strongsville,OH,44136,41.3425714,-81.82651170000001,2.0,24,1,"9175 Pearl Rd, Strongsville, OH, 44136","(41.3425714, -81.82651170000001)"
32332,sdKB_8mv4f0Vd4GKfQmqBQ,"""Nachobot""","""910 N 5th St""",Phoenix,AZ,85004,33.4580557,-112.0677691,3.5,26,1,"910 N 5th St, Phoenix, AZ, 85004","(33.4580557, -112.0677691)"
32641,lSSUmCtsKU_qYz5NGz979w,"""Big Burrito""","""8018 N 19th Ave""",Phoenix,AZ,85021,33.5537714,-112.1009835,2.5,7,1,"8018 N 19th Ave, Phoenix, AZ, 85021","(33.5537714, -112.1009835)"
32692,47Ce56CE_NnzdmCozdMQng,"""La Takiza""","""3762 E Flamingo Rd""",Las Vegas,NV,89121,36.1162545,-115.0931201,4.5,3,1,"3762 E Flamingo Rd, Las Vegas, NV, 89121","(36.1162545, -115.0931201)"
33104,5FD6PHDsuu93TGXhzWqrKw,"""Fiesta Jalisco""","""5317 E Independence Blvd""",Charlotte,NC,28212,35.187718,-80.75725229999999,3.0,4,1,"5317 E Independence Blvd, Charlotte, NC, 28212","(35.187718, -80.75725229999999)"
33126,jPvn-C8kNUcyGfjUtOc_oA,"""Dos Caminos""","""10820 W Charleston Blvd""",Las Vegas,NV,89135,36.1608412,-115.3315855,3.0,55,1,"10820 W Charleston Blvd, Las Vegas, NV, 89135","(36.1608412, -115.3315855)"
